2021-04-20 08:29:58.004000092,d,119.1
2021-04-20 08:29:59.940093112,d,119.1
2021-04-20 08:30:01.001799273,d,118.65
2021-04-20 08:30:02.101902073,d,118.65
2021-04-20 08:30:03.173448812,d,118.6
2021-04-20 08:30:04.210132861,d,118.5375
2021-04-20 08:30:05.285357155,d,118.5375
2021-04-20 08:30:06.435232938,d,118.57499999999999
2021-04-20 08:30:07.442427462,d,118.55000000000001
2021-04-20 08:30:08.707706265,d,118.5625
2021-04-20 08:30:09.905278354,d,118.5625
2021-04-20 08:30:11.037482324,d,118.5625
2021-04-20 08:30:12.845867169,d,118.5375
2021-04-20 08:30:13.868248435,d,118.5125
2021-04-20 08:30:14.952563072,d,118.5375
2021-04-20 08:30:16.365773243,d,118.55000000000001
2021-04-20 08:30:17.832391981,d,118.5375
2021-04-20 08:30:19.096448475,d,118.55000000000001
2021-04-20 08:30:20.324691367,d,118.6
2021-04-20 08:30:21.587123837,d,118.5875
2021-04-20 08:30:22.596502989,d,118.6375
2021-04-20 08:30:23.828381623,d,118.65
2021-04-20 08:30:25.598953947,d,118.67500000000001
2021-04-20 08:30:27.516282421,d,118.67500000000001
2021-04-20 08:30:29.044748645,d,118.6625
2021-04-20 08:30:30.186329404,d,118.65
2021-04-20 08:30:31.199436115,d,118.6625
2021-04-20 08:30:34.024110924,d,118.6625
2021-04-20 08:30:35.398359824,d,118.6625
2021-04-20 08:30:36.429396745,d,118.6625
2021-04-20 08:30:38.418648553,d,118.6625
2021-04-20 08:30:39.737957522,d,118.6625
2021-04-20 08:30:40.836572441,d,118.6625
2021-04-20 08:30:43.595930701,d,118.6625
2021-04-20 08:30:44.735658519,d,118.6625
2021-04-20 08:30:46.229873077,d,118.6625
2021-04-20 08:30:47.441017043,d,118.6625
2021-04-20 08:30:49.623608576,d,118.6625
2021-04-20 08:30:51.030578949,d,118.6625
2021-04-20 08:30:53.342754320,d,118.6625
2021-04-20 08:30:55.005722322,d,118.69999999999999
2021-04-20 08:30:57.781954412,d,118.725
2021-04-20 08:30:59.467784716,d,118.7375
2021-04-20 08:31:00.472379321,d,118.7375
2021-04-20 08:31:01.707868159,d,118.7375
2021-04-20 08:31:02.745921926,d,118.7375
2021-04-20 08:31:04.199435680,d,118.7125
2021-04-20 08:31:05.971194314,d,118.7375
2021-04-20 08:31:09.028045854,d,118.7375
2021-04-20 08:31:10.462748569,d,118.7375
2021-04-20 08:31:11.490819461,d,118.7125
2021-04-20 08:31:12.495077703,d,118.725
2021-04-20 08:31:14.228077094,d,118.7375
2021-04-20 08:31:15.410410700,d,118.75
2021-04-20 08:31:16.423911648,d,118.7625
2021-04-20 08:31:17.896258950,d,118.775
2021-04-20 08:31:19.091706366,d,118.7625
2021-04-20 08:31:21.302198864,d,118.75
2021-04-20 08:31:22.772306078,d,118.75
2021-04-20 08:31:24.978672662,d,118.7375
2021-04-20 08:31:26.536866199,d,118.7375
2021-04-20 08:31:27.544054902,d,118.7375
2021-04-20 08:31:28.724289090,d,118.7375
2021-04-20 08:31:29.735025608,d,118.7625
2021-04-20 08:31:32.423464271,d,118.775
2021-04-20 08:31:33.731823751,d,118.7375
2021-04-20 08:31:36.063792921,d,118.725
2021-04-20 08:31:38.422466462,d,118.7375
2021-04-20 08:31:40.696939885,d,118.7125
2021-04-20 08:31:42.527228494,d,118.7125
2021-04-20 08:31:43.533117781,d,118.7125
2021-04-20 08:31:44.580157661,d,118.6625
2021-04-20 08:31:46.577023660,d,118.6625
2021-04-20 08:31:47.589811785,d,118.6625
2021-04-20 08:31:48.727811957,d,118.6625
2021-04-20 08:31:50.185943454,d,118.6625
2021-04-20 08:31:51.226881133,d,118.6375
2021-04-20 08:31:53.474139988,d,118.6375
2021-04-20 08:31:55.178645896,d,118.6375
2021-04-20 08:31:57.934435876,d,118.6375
2021-04-20 08:32:00.190285935,d,118.6375
2021-04-20 08:32:01.363198932,d,118.6375
2021-04-20 08:32:02.370459236,d,118.6625
2021-04-20 08:32:04.800542941,d,118.6625
2021-04-20 08:32:06.180679357,d,118.6875
2021-04-20 08:32:09.034465046,d,118.6875
2021-04-20 08:32:10.039594090,d,118.6875
2021-04-20 08:32:12.150136283,d,118.7125
2021-04-20 08:32:13.179470546,d,118.7125
2021-04-20 08:32:15.204573753,d,118.7125
2021-04-20 08:32:17.433379517,d,118.7125
2021-04-20 08:32:19.551581399,d,118.725
2021-04-20 08:32:21.560218163,d,118.7375
2021-04-20 08:32:23.974445645,d,118.725
2021-04-20 08:32:24.982391756,d,118.7625
2021-04-20 08:32:26.058842082,d,118.775
2021-04-20 08:32:27.321245382,d,118.7875
2021-04-20 08:32:30.177713081,d,118.80000000000001
2021-04-20 08:32:33.351505146,d,118.8125
2021-04-20 08:32:35.036390768,d,118.8125
