2021-04-20 08:22:05.183828539,120.175
2021-04-20 08:22:08.939039100,120.175
2021-04-20 08:29:58.001000078,119.65
2021-04-20 08:29:59.172884920,119.65
2021-04-20 08:30:00.172913798,118.725
2021-04-20 08:30:01.281903721,118.69999999999999
2021-04-20 08:30:02.339786177,118.6125
2021-04-20 08:30:03.386004457,118.625
2021-04-20 08:30:04.386415671,118.5875
2021-04-20 08:30:05.386593991,118.6
2021-04-20 08:30:06.435556208,118.625
2021-04-20 08:30:07.495466853,118.625
2021-04-20 08:30:08.731369622,118.625
2021-04-20 08:30:09.894687898,118.6375
2021-04-20 08:30:10.904420518,118.6125
2021-04-20 08:30:11.914788910,118.6
2021-04-20 08:30:13.059379588,118.6125
2021-04-20 08:30:14.184708002,118.5875
2021-04-20 08:30:15.339430437,118.5875
2021-04-20 08:30:16.365773243,118.5875
2021-04-20 08:30:17.378741246,118.5875
2021-04-20 08:30:18.412269538,118.5875
2021-04-20 08:30:19.486729521,118.625
2021-04-20 08:30:21.004410547,118.6375
2021-04-20 08:30:22.027848769,118.625
2021-04-20 08:30:23.289143989,118.6875
2021-04-20 08:30:24.466947281,118.69999999999999
2021-04-20 08:30:25.474911116,118.69999999999999
2021-04-20 08:30:27.587740121,118.6875
2021-04-20 08:30:29.053870749,118.67500000000001
2021-04-20 08:30:30.186230794,118.67500000000001
2021-04-20 08:30:31.597094059,118.67500000000001
2021-04-20 08:30:32.788176927,118.67500000000001
2021-04-20 08:30:34.024289824,118.6875
2021-04-20 08:30:35.144443532,118.69999999999999
2021-04-20 08:30:36.428975354,118.6875
2021-04-20 08:30:37.490137528,118.69999999999999
2021-04-20 08:30:39.080768407,118.69999999999999
2021-04-20 08:30:40.278772169,118.7125
2021-04-20 08:30:41.743500786,118.7125
2021-04-20 08:30:43.103566521,118.7125
2021-04-20 08:30:44.300403035,118.69999999999999
2021-04-20 08:30:45.519328784,118.725
2021-04-20 08:30:46.647019683,118.7375
2021-04-20 08:30:48.072201037,118.7375
2021-04-20 08:30:49.467417487,118.7375
2021-04-20 08:30:51.030578949,118.75
2021-04-20 08:30:53.297801011,118.7375
2021-04-20 08:30:55.004934811,118.7625
2021-04-20 08:30:56.048775430,118.7625
2021-04-20 08:30:57.312817749,118.7625
2021-04-20 08:30:58.799040047,118.7875
2021-04-20 08:31:00.146202029,118.80000000000001
2021-04-20 08:31:01.149045920,118.8125
2021-04-20 08:31:02.326394980,118.8125
2021-04-20 08:31:03.485853604,118.7875
2021-04-20 08:31:04.569840539,118.7875
2021-04-20 08:31:05.971328594,118.8125
2021-04-20 08:31:07.722479587,118.8125
2021-04-20 08:31:09.368398997,118.82499999999999
2021-04-20 08:31:10.462939629,118.8125
2021-04-20 08:31:11.560654599,118.8125
2021-04-20 08:31:12.716790352,118.8375
2021-04-20 08:31:14.290389319,118.82499999999999
2021-04-20 08:31:15.377493360,118.8125
2021-04-20 08:31:16.424075319,118.8125
2021-04-20 08:31:17.584351263,118.8375
2021-04-20 08:31:19.364380593,118.8375
2021-04-20 08:31:20.383389825,118.8125
2021-04-20 08:31:21.428172057,118.8375
